id	chrom	start	stop	pos_start	pos_stop	modelL	nullL	sel_coef	nSNPs	nSNPs_avail	xpclr	xpclr_norm
1_19600001_20100000	1	19600001	20100000	19628649	20095124	-50.354557604241734	-50.354557604241734	0.0	66.0	66.0	0.0	-0.10514711803670448
1_19700001_20200000	1	19700001	20200000	19704361	20197809	-37.08082250164286	-37.08082250164286	0.0	77.0	77.0	0.0	-0.10514711803670448
1_19800001_20300000	1	19800001	20300000	19838780	20294411	-37.08300972194354	-37.08300972194354	0.0	82.0	82.0	0.0	-0.10514711803670448
1_19900001_20400000	1	19900001	20400000	19902836	20398587	-37.08303957245098	-37.08303957245098	0.0	77.0	77.0	0.0	-0.10514711803670448
1_20000001_20500000	1	20000001	20500000	20020504	20461116	-37.082723313256075	-37.082723313256075	0.0	71.0	71.0	0.0	-0.10514711803670448
1_20100001_20600000	1	20100001	20600000	20101761	20587785	-30.9088793204022	-30.9088793204022	0.0	58.0	58.0	0.0	-0.10514711803670448
1_20200001_20700000	1	20200001	20700000	20225532	20690709	-58.780636727616574	-58.780636727616574	0.0	54.0	54.0	0.0	-0.10514711803670448
1_20300001_20800000	1	20300001	20800000	20310241	20797395	-54.85059326439705	-54.85059326439705	0.0	71.0	71.0	0.0	-0.10514711803670448
1_20400001_20900000	1	20400001	20900000	20454473	20865496	-54.85059326439708	-54.85059326439708	0.0	68.0	68.0	0.0	-0.10514711803670448
1_20500001_21000000	1	20500001	21000000	20501324	20988279	-54.85059326439706	-54.85059326439706	0.0	69.0	69.0	0.0	-0.10514711803670448
1_20600001_21100000	1	20600001	21100000	20603845	21095279	-43.63513149038575	-43.63513149038575	0.0	75.0	75.0	0.0	-0.10514711803670448
1_20700001_21200000	1	20700001	21200000	20725099	21175585	-19.798329044020573	-19.798329044020573	0.0	76.0	76.0	0.0	-0.10514711803670448
1_20800001_21300000	1	20800001	21300000	20836496	21294932	-30.859419471869614	-30.859419471869614	0.0	71.0	71.0	0.0	-0.10514711803670448
1_20900001_21400000	1	20900001	21400000	20945841	21392420	-34.842128873473094	-34.842128873473094	0.0	74.0	74.0	0.0	-0.10514711803670448
1_21000001_21500000	1	21000001	21500000	21001414	21482359	-34.84216796676064	-34.84216796676064	0.0	79.0	79.0	0.0	-0.10514711803670448
1_21100001_21600000	1	21100001	21600000	21106725	21570078	-30.808208610554463	-30.808208610554463	0.0	72.0	72.0	0.0	-0.10514711803670448
1_21200001_21700000	1	21200001	21700000	21200838	21681457	-30.652838319090492	-30.652838319090492	0.0	62.0	62.0	0.0	-0.10514711803670448
1_21300001_21800000	1	21300001	21800000	21302240	21766087	-19.750705063874676	-19.750705063874676	0.0	41.0	41.0	0.0	-0.10514711803670448
1_21400001_21900000	1	21400001	21900000	21429992	21895422	-19.85323694378979	-19.85323694378979	0.0	36.0	36.0	0.0	-0.10514711803670448
1_21500001_22000000	1	21500001	22000000	21504895	21993280	-25.842357107381797	-25.842357107381797	0.0	30.0	30.0	0.0	-0.10514711803670448
1_21600001_22100000	1	21600001	22100000	21604067	22088569	-25.842783037375902	-25.842783037375902	0.0	26.0	26.0	0.0	-0.10514711803670448
1_21700001_22200000	1	21700001	22200000	21716286	22174412	-21.913195997597235	-21.913195997597235	0.0	27.0	27.0	0.0	-0.10514711803670448
1_21800001_22300000	1	21800001	22300000	21805958	22298412	-21.91242542730082	-21.91242542730082	0.0	31.0	31.0	0.0	-0.10514711803670448
1_21900001_22400000	1	21900001	22400000	21959839	22387932	-34.402199783871104	-34.402199783871104	0.0	46.0	46.0	0.0	-0.10514711803670448
1_22000001_22500000	1	22000001	22500000	22001202	22499126	-36.85632280247253	-36.85632280247253	0.0	52.0	52.0	0.0	-0.10514711803670448
1_22100001_22600000	1	22100001	22600000	22104991	22557429	-36.85633797514923	-36.85633797514923	0.0	51.0	51.0	0.0	-0.10514711803670448
1_22200001_22700000	1	22200001	22700000	22203629	22698507	-36.85581934274463	-36.85581934274463	0.0	47.0	47.0	0.0	-0.10514711803670448
1_22300001_22800000	1	22300001	22800000	22300415	22774042	-40.7239028373217	-40.7239028373217	0.0	48.0	48.0	0.0	-0.10514711803670448
1_22400001_22900000	1	22400001	22900000	22400473	22894063	-35.96619183219423	-35.96619183219423	0.0	54.0	54.0	0.0	-0.10514711803670448
1_22500001_23000000	1	22500001	23000000	22501111	22983055	-27.522646141024538	-27.522646141024538	0.0	58.0	58.0	0.0	-0.10514711803670448
1_22600001_23100000	1	22600001	23100000	22630274	23069194	-30.676704575459823	-30.676704575459823	0.0	68.0	68.0	0.0	-0.10514711803670448
1_22700001_23200000	1	22700001	23200000	22727666	23199837	-34.71166599108765	-34.71166599108765	0.0	69.0	69.0	0.0	-0.10514711803670448
1_22800001_23300000	1	22800001	23300000	22802125	23291901	-38.64577818322494	-38.64577818322494	0.0	65.0	65.0	0.0	-0.10514711803670448
1_22900001_23400000	1	22900001	23400000	22910821	23355857	-26.831672643031155	-26.831672643031155	0.0	51.0	51.0	0.0	-0.10514711803670448
1_23000001_23500000	1	23000001	23500000	23012106	23499422	-26.83175511537462	-26.83175511537462	0.0	47.0	47.0	0.0	-0.10514711803670448
1_23100001_23600000	1	23100001	23600000	23107629	23591778	-23.67743566298935	-23.67743566298935	0.0	45.0	45.0	0.0	-0.10514711803670448
1_23200001_23700000	1	23200001	23700000	23200105	23688907	-27.88309445902435	-27.88309445902435	0.0	56.0	56.0	0.0	-0.10514711803670448
1_23300001_23800000	1	23300001	23800000	23315687	23754243	-24.064267185370863	-24.064267185370863	0.0	58.0	58.0	0.0	-0.10514711803670448
1_23400001_23900000	1	23400001	23900000	23418883	23855120	-24.062254362189286	-24.062254362189286	0.0	53.0	53.0	0.0	-0.10514711803670448
1_23500001_24000000	1	23500001	24000000	23514210	23987732	-24.06229259082674	-24.06229259082674	0.0	51.0	51.0	0.0	-0.10514711803670448
1_23600001_24100000	1	23600001	24100000	23670692	24081078	-24.164382706582792	-24.164382706582792	0.0	49.0	49.0	0.0	-0.10514711803670448
1_23700001_24200000	1	23700001	24200000	23712233	24117755	-15.923717114962201	-15.923717114962201	0.0	33.0	33.0	0.0	-0.10514711803670448
1_23800001_24300000	1	23800001	24300000	23826725	24289930	-23.31308664555975	-23.31308664555975	0.0	37.0	37.0	0.0	-0.10514711803670448
1_23900001_24400000	1	23900001	24400000	23926142	24389597	-27.079939802712637	-27.079939802712637	0.0	38.0	38.0	0.0	-0.10514711803670448
1_24000001_24500000	1	24000001	24500000	24007389	24469655	-31.118299983379593	-31.118299983379593	0.0	43.0	43.0	0.0	-0.10514711803670448
1_24100001_24600000	1	24100001	24600000	24117755	24565375	-31.119071725718612	-31.119071725718612	0.0	36.0	36.0	0.0	-0.10514711803670448
1_24200001_24700000	1	24200001	24700000	24228866	24628240	-34.92250869412159	-34.92250869412159	0.0	46.0	46.0	0.0	-0.10514711803670448
1_24300001_24800000	1	24300001	24800000	24326481	24796935	-27.53372458799563	-27.53372458799563	0.0	38.0	38.0	0.0	-0.10514711803670448
1_24400001_24900000	1	24400001	24900000	24409149	24896137	-23.904486873201716	-23.904486873201716	0.0	37.0	37.0	0.0	-0.10514711803670448
1_24500001_25000000	1	24500001	25000000	24551649	24985806	-19.816785701140667	-19.816785701140667	0.0	35.0	35.0	0.0	-0.10514711803670448
1_24600001_25100000	1	24600001	25100000	24618551	25087874	-31.255295015473006	-31.255295015473006	0.0	37.0	37.0	0.0	-0.10514711803670448
1_24700001_25200000	1	24700001	25200000	24769780	25198296	-35.12558899573464	-35.12558899573464	0.0	39.0	39.0	0.0	-0.10514711803670448
1_24800001_25300000	1	24800001	25300000	24806410	25212221	-35.125588995734624	-35.125588995734624	0.0	37.0	37.0	0.0	-0.10514711803670448
1_24900001_25400000	1	24900001	25400000	24908009	25212221	-30.952572169033765	-30.952572169033765	0.0	30.0	30.0	0.0	-0.10514711803670448
1_25000001_25500000	1	25000001	25500000	25011906	25212221	-26.917914964804496	-26.917914964804496	0.0	21.0	21.0	0.0	-0.10514711803670448
1_25100001_25600000	1	25100001	25600000	25103183	25212221	-15.479405650472144	-15.479405650472144	0.0	15.0	15.0	0.0	-0.10514711803670448
1_25200001_25700000	1	25200001	25700000	25212009	25212221	-3.853609038799802	-3.9295870397786654	1e-05	2.0	2.0	0.15195600195772663	0.12553630322625783
1_25300001_25800000	1	25300001	25800000	0	0				0.0	0.0		
1_25400001_25900000	1	25400001	25900000	0	0				0.0	0.0		
1_25500001_26000000	1	25500001	26000000	0	0				0.0	0.0		
1_25600001_26100000	1	25600001	26100000	0	0				0.0	0.0		
1_25700001_26200000	1	25700001	26200000	0	0				1.0	1.0		
1_25800001_26300000	1	25800001	26300000	26180415	26297471	-13.726222789599845	-13.726222789599845	0.0	2.0	2.0	0.0	-0.10514711803670448
1_25900001_26400000	1	25900001	26400000	26180415	26297471	-13.726222789599845	-13.726222789599845	0.0	2.0	2.0	0.0	-0.10514711803670448
1_26000001_26500000	1	26000001	26500000	26180415	26297471	-13.726222789599845	-13.726222789599845	0.0	2.0	2.0	0.0	-0.10514711803670448
1_26100001_26600000	1	26100001	26600000	26180415	26297471	-13.726222789599845	-13.726222789599845	0.0	2.0	2.0	0.0	-0.10514711803670448
1_26200001_26700000	1	26200001	26700000	0	0				1.0	1.0		
1_26300001_26800000	1	26300001	26800000	0	0				0.0	0.0		
1_26400001_26900000	1	26400001	26900000	0	0				0.0	0.0		
1_26500001_27000000	1	26500001	27000000	0	0				1.0	1.0		
1_26600001_27100000	1	26600001	27100000	0	0				1.0	1.0		
1_26700001_27200000	1	26700001	27200000	0	0				1.0	1.0		
1_26800001_27300000	1	26800001	27300000	0	0				1.0	1.0		
1_26900001_27400000	1	26900001	27400000	0	0				1.0	1.0		
1_27000001_27500000	1	27000001	27500000	0	0				1.0	1.0		
1_27100001_27600000	1	27100001	27600000	27469035	27585466	-12.076889202916632	-12.076889202916632	0.0	3.0	3.0	0.0	-0.10514711803670448
1_27200001_27700000	1	27200001	27700000	27469035	27585466	-12.076889202916632	-12.076889202916632	0.0	3.0	3.0	0.0	-0.10514711803670448
1_27300001_27800000	1	27300001	27800000	27469035	27585466	-12.076889202916632	-12.076889202916632	0.0	3.0	3.0	0.0	-0.10514711803670448
1_27400001_27900000	1	27400001	27900000	27469035	27814077	-18.336184119582633	-18.336184119582633	0.0	4.0	4.0	0.0	-0.10514711803670448
1_27500001_28000000	1	27500001	28000000	27585209	27814077	-18.292115039808085	-18.292115039808085	0.0	3.0	3.0	0.0	-0.10514711803670448
1_27600001_28100000	1	27600001	28100000	0	0				1.0	1.0		
1_27700001_28200000	1	27700001	28200000	0	0				1.0	1.0		
1_27800001_28300000	1	27800001	28300000	0	0				1.0	1.0		
1_27900001_28400000	1	27900001	28400000	0	0				0.0	0.0		
1_28000001_28500000	1	28000001	28500000	0	0				0.0	0.0		
1_28100001_28600000	1	28100001	28600000	0	0				0.0	0.0		
1_28200001_28700000	1	28200001	28700000	0	0				1.0	1.0		
1_28300001_28800000	1	28300001	28800000	28645632	28797493	-25.35839181064261	-25.74811040931897	0.0001	24.0	24.0	0.7794371973527205	1.0781114372585359
1_28400001_28900000	1	28400001	28900000	28645632	28886226	-24.979699761320806	-25.763575070472825	0.0002	35.0	35.0	1.5677506183040393	2.2748449300438356
1_28500001_29000000	1	28500001	29000000	28645632	28886226	-24.979699761320806	-25.763575070472825	0.0002	35.0	35.0	1.5677506183040393	2.2748449300438356
1_28600001_29100000	1	28600001	29100000	28645632	29092868	-38.831878033396706	-38.831878033396706	0.0	37.0	37.0	0.0	-0.10514711803670448
1_28700001_29200000	1	28700001	29200000	28754377	29193491	-57.78270646447963	-57.78270646447963	0.0	47.0	47.0	0.0	-0.10514711803670448
1_28800001_29300000	1	28800001	29300000	28805408	29294519	-54.112093102571535	-54.112093102571535	0.0	39.0	39.0	0.0	-0.10514711803670448
1_28900001_29400000	1	28900001	29400000	29085965	29301178	-44.645303655849006	-44.645303655849006	0.0	30.0	30.0	0.0	-0.10514711803670448
1_29000001_29500000	1	29000001	29500000	29085965	29467314	-44.273405595736094	-44.682663378821296	0.0001	33.0	33.0	0.8185155661704044	1.1374360555697431
1_29100001_29600000	1	29100001	29600000	29170519	29579750	-57.305267969338225	-57.305267969338225	0.0	34.0	34.0	0.0	-0.10514711803670448
1_29200001_29700000	1	29200001	29700000	29253292	29650781	-51.179156592281885	-51.179156592281885	0.0	25.0	25.0	0.0	-0.10514711803670448
1_29300001_29800000	1	29300001	29800000	29301166	29765612	-39.36805710764294	-39.36805710764294	0.0	12.0	12.0	0.0	-0.10514711803670448
1_29400001_29900000	1	29400001	29900000	29442494	29867587	-40.09494665093304	-40.09494665093304	0.0	14.0	14.0	0.0	-0.10514711803670448
1_29500001_30000000	1	29500001	30000000	29515560	29867587	-33.519532229895994	-33.519532229895994	0.0	11.0	11.0	0.0	-0.10514711803670448
1_29600001_30100000	1	29600001	30100000	29645491	30062844	-33.519532229896	-33.519532229896	0.0	12.0	12.0	0.0	-0.10514711803670448
1_29700001_30200000	1	29700001	30200000	29724157	30133824	-33.519532229895994	-33.519532229895994	0.0	11.0	11.0	0.0	-0.10514711803670448
1_29800001_30300000	1	29800001	30300000	29854068	30270210	-27.093079898061674	-27.093079898061674	0.0	11.0	11.0	0.0	-0.10514711803670448
1_29900001_30400000	1	29900001	30400000	30046765	30392398	-29.676685409644826	-29.676685409644826	0.0	13.0	13.0	0.0	-0.10514711803670448
1_30000001_30500000	1	30000001	30500000	30046765	30392398	-29.676685409644826	-29.676685409644826	0.0	13.0	13.0	0.0	-0.10514711803670448
1_30100001_30600000	1	30100001	30600000	30133824	30578568	-30.56643411079709	-30.56643411079709	0.0	11.0	11.0	0.0	-0.10514711803670448
1_30200001_30700000	1	30200001	30700000	30242100	30664602	-37.307997737567476	-37.307997737567476	0.0	14.0	14.0	0.0	-0.10514711803670448
1_30300001_30800000	1	30300001	30800000	30301991	30664602	-37.30799773756747	-37.30799773756747	0.0	12.0	12.0	0.0	-0.10514711803670448
1_30400001_30900000	1	30400001	30900000	30545023	30861291	-40.53484457887923	-40.53484457887923	0.0	9.0	9.0	0.0	-0.10514711803670448
1_30500001_31000000	1	30500001	31000000	30545023	30966535	-46.77230892910976	-46.77230892910976	0.0	15.0	15.0	0.0	-0.10514711803670448
1_30600001_31100000	1	30600001	31100000	30611683	31098084	-53.53284746780919	-53.53284746780919	0.0	17.0	17.0	0.0	-0.10514711803670448
1_30700001_31200000	1	30700001	31200000	30801898	31195020	-53.034891324824244	-53.034891324824244	0.0	19.0	19.0	0.0	-0.10514711803670448
1_30800001_31300000	1	30800001	31300000	30801898	31298775	-53.05514472216423	-53.05514472216423	0.0	23.0	23.0	0.0	-0.10514711803670448
1_30900001_31400000	1	30900001	31400000	30913083	31298775	-46.39933136512567	-46.39933136512567	0.0	20.0	20.0	0.0	-0.10514711803670448
1_31000001_31500000	1	31000001	31500000	31034114	31298775	-32.98315161490203	-32.98315161490203	0.0	14.0	14.0	0.0	-0.10514711803670448
1_31100001_31600000	1	31100001	31600000	31101951	31298775	-26.24549544597032	-26.24549544597032	0.0	10.0	10.0	0.0	-0.10514711803670448
1_31200001_31700000	1	31200001	31700000	31229284	31665894	-19.969025242990053	-19.969025242990053	0.0	6.0	6.0	0.0	-0.10514711803670448
1_31300001_31800000	1	31300001	31800000	31658402	31714664	-19.57728117390844	-19.57728117390844	0.0	4.0	4.0	0.0	-0.10514711803670448
1_31400001_31900000	1	31400001	31900000	31658402	31889562	-26.716234951174204	-26.716234951174204	0.0	7.0	7.0	0.0	-0.10514711803670448
1_31500001_32000000	1	31500001	32000000	31658402	31889562	-26.716234951174204	-26.716234951174204	0.0	7.0	7.0	0.0	-0.10514711803670448
1_31600001_32100000	1	31600001	32100000	31658402	32060175	-30.5910165877063	-30.5910165877063	0.0	8.0	8.0	0.0	-0.10514711803670448
1_31700001_32200000	1	31700001	32200000	31707851	32060175	-24.015602166669247	-24.015602166669247	0.0	6.0	6.0	0.0	-0.10514711803670448
1_31800001_32300000	1	31800001	32300000	31800867	32266651	-34.3372831799137	-34.3372831799137	0.0	15.0	15.0	0.0	-0.10514711803670448
1_31900001_32400000	1	31900001	32400000	32060175	32321535	-32.03473678945068	-32.03473678945068	0.0	20.0	20.0	0.0	-0.10514711803670448
1_32000001_32500000	1	32000001	32500000	32060175	32485674	-32.03473678945068	-32.03473678945068	0.0	31.0	31.0	0.0	-0.10514711803670448
1_32100001_32600000	1	32100001	32600000	32234974	32596688	-40.28665515172751	-40.28665515172751	0.0	41.0	41.0	0.0	-0.10514711803670448
1_32200001_32700000	1	32200001	32700000	32234974	32689962	-44.539644886358474	-44.539644886358474	0.0	64.0	64.0	0.0	-0.10514711803670448
1_32300001_32800000	1	32300001	32800000	32305533	32792897	-27.791554672428397	-27.791554672428397	0.0	71.0	71.0	0.0	-0.10514711803670448
1_32400001_32900000	1	32400001	32900000	32444296	32819234	-27.794947172491263	-27.794947172491263	0.0	66.0	66.0	0.0	-0.10514711803670448
1_32500001_33000000	1	32500001	33000000	32502084	32819234	-27.794892941414595	-27.794892941414595	0.0	55.0	55.0	0.0	-0.10514711803670448
1_32600001_33100000	1	32600001	33100000	32615972	33088299	-27.795814869718033	-27.795814869718033	0.0	45.0	45.0	0.0	-0.10514711803670448
1_32700001_33200000	1	32700001	33200000	32723196	33133855	-27.997975111107767	-27.997975111107767	0.0	24.0	24.0	0.0	-0.10514711803670448
1_32800001_33300000	1	32800001	33300000	32808861	33133855	-20.074926782179514	-20.074926782179514	0.0	6.0	6.0	0.0	-0.10514711803670448
1_32900001_33400000	1	32900001	33400000	33088299	33394866	-12.089462298270725	-12.089462298270725	0.0	4.0	4.0	0.0	-0.10514711803670448
1_33000001_33500000	1	33000001	33500000	33088299	33452520	-16.211563425511734	-16.211563425511734	0.0	5.0	5.0	0.0	-0.10514711803670448
1_33100001_33600000	1	33100001	33600000	33130637	33523286	-15.746534686309733	-15.746534686309733	0.0	5.0	5.0	0.0	-0.10514711803670448
1_33200001_33700000	1	33200001	33700000	33394866	33687140	-20.310647113303776	-20.310647113303776	0.0	5.0	5.0	0.0	-0.10514711803670448
1_33300001_33800000	1	33300001	33800000	33394866	33687140	-20.310647113303776	-20.310647113303776	0.0	5.0	5.0	0.0	-0.10514711803670448
1_33400001_33900000	1	33400001	33900000	33452520	33899697	-16.236830792311235	-16.236830792311235	0.0	9.0	9.0	0.0	-0.10514711803670448
1_33500001_34000000	1	33500001	34000000	33523286	33987083	-24.698005883546013	-24.698005883546013	0.0	13.0	13.0	0.0	-0.10514711803670448
1_33600001_34100000	1	33600001	34100000	33656146	34077931	-41.22521148820386	-41.22521148820386	0.0	22.0	22.0	0.0	-0.10514711803670448
1_33700001_34200000	1	33700001	34200000	33824890	34122737	-43.95635388639417	-43.95635388639417	0.0	23.0	23.0	0.0	-0.10514711803670448
1_33800001_34300000	1	33800001	34300000	33824890	34238439	-43.946969676024445	-43.946969676024445	0.0	24.0	24.0	0.0	-0.10514711803670448
1_33900001_34400000	1	33900001	34400000	33909487	34238439	-43.94668823188756	-43.94668823188756	0.0	19.0	19.0	0.0	-0.10514711803670448
1_34000001_34500000	1	34000001	34500000	34029548	34453422	-42.7046761533674	-42.7046761533674	0.0	17.0	17.0	0.0	-0.10514711803670448
1_34100001_34600000	1	34100001	34600000	34122571	34588580	-18.29077503347895	-18.29077503347895	0.0	8.0	8.0	0.0	-0.10514711803670448
1_34200001_34700000	1	34200001	34700000	34238439	34689211	-23.797142611021314	-23.797142611021314	0.0	19.0	19.0	0.0	-0.10514711803670448
1_34300001_34800000	1	34300001	34800000	34401148	34794101	-19.646929411871135	-19.646929411871135	0.0	23.0	23.0	0.0	-0.10514711803670448
1_34400001_34900000	1	34400001	34900000	34401148	34899460	-19.631301668364593	-19.631301668364593	0.0	26.0	26.0	0.0	-0.10514711803670448
1_34500001_35000000	1	34500001	35000000	34588580	34953529	-16.597982128296305	-16.597982128296305	0.0	24.0	24.0	0.0	-0.10514711803670448
1_34600001_35100000	1	34600001	35100000	34635551	35079970	-16.59184486559052	-16.59184486559052	0.0	25.0	25.0	0.0	-0.10514711803670448
1_34700001_35200000	1	34700001	35200000	34748035	35173694	-16.37709374391265	-16.37709374391265	0.0	13.0	13.0	0.0	-0.10514711803670448
1_34800001_35300000	1	34800001	35300000	34883179	35270989	-16.22299656594052	-16.22299656594052	0.0	11.0	11.0	0.0	-0.10514711803670448
1_34900001_35400000	1	34900001	35400000	34953529	35369160	-20.360634513217228	-20.360634513217228	0.0	11.0	11.0	0.0	-0.10514711803670448
